,Unnamed: 0,name,stars,cuisine,retrieve-date,name2,json,name_google_0,place_id_0,formatted_address_0,business_status_0,lat_0,lng_0,name_google_1,place_id_1,formatted_address_1,business_status_1,lat_1,lng_1,url_0,url_1
10,10,11. Jacobs & Co. Steakhouse,4.5 of 5 bubbles,"American, Steakhouse",2021-08-09 19:15:40.732702-04:00,Jacobs & Co. Steakhouse,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1920 Yonge St #301, Toronto, ON M4S 3E2, Canada', 'geometry': {'location': {'lat': 43.6986794, 'lng': -79.39689589999999}, 'viewport': {'northeast': {'lat': 43.70009097989271, 'lng': -79.39544922010728}, 'southwest': {'lat': 43.69739132010727, 'lng': -79.39814887989272}}}, 'name': 'Jacobs', 'place_id': 'ChIJwzWlsjgzK4gRBhOqMzDMHvM', 'rating': 3}]",Jacobs,ChIJwzWlsjgzK4gRBhOqMzDMHvM,"1920 Yonge St #301, Toronto, ON M4S 3E2, Canada",OPERATIONAL,43.6986794,-79.39689589999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jacobs,43.6986794%2C-79.39689589999999&query_place_id=ChIJwzWlsjgzK4gRBhOqMzDMHvM",
11,11,12. Jacques Bistro Du Parc,4.5 of 5 bubbles,"French, European",2021-08-09 19:15:40.732702-04:00,Jacques Bistro Du Parc,"[{'business_status': 'OPERATIONAL', 'formatted_address': '126A Cumberland St 2nd floor, Toronto, ON M5R 1A6, Canada', 'geometry': {'location': {'lat': 43.670274, 'lng': -79.3921108}, 'viewport': {'northeast': {'lat': 43.67162382989272, 'lng': -79.39076097010728}, 'southwest': {'lat': 43.66892417010728, 'lng': -79.39346062989273}}}, 'name': 'Jacques Bistro Du Parc', 'place_id': 'ChIJoUedAeg1K4gRYt6PfyDSADo', 'rating': 4.6}]",Jacques Bistro Du Parc,ChIJoUedAeg1K4gRYt6PfyDSADo,"126A Cumberland St 2nd floor, Toronto, ON M5R 1A6, Canada",OPERATIONAL,43.670274,-79.3921108,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jacques Bistro Du Parc,43.670274%2C-79.3921108&query_place_id=ChIJoUedAeg1K4gRYt6PfyDSADo",
12,12,13. Miku,4.5 of 5 bubbles,"Sushi, Japanese",2021-08-09 19:15:40.732702-04:00,Miku,"[{'business_status': 'OPERATIONAL', 'formatted_address': '10 Bay St. #105, Toronto, ON M5J 2R8, Canada', 'geometry': {'location': {'lat': 43.6411481, 'lng': -79.37753359999999}, 'viewport': {'northeast': {'lat': 43.64259847989272, 'lng': -79.37589672010728}, 'southwest': {'lat': 43.63989882010728, 'lng': -79.37859637989273}}}, 'name': 'Miku Toronto', 'place_id': 'ChIJbRVhVirL1IkRKu9XddGTiKU', 'rating': 4.6}]",Miku Toronto,ChIJbRVhVirL1IkRKu9XddGTiKU,"10 Bay St. #105, Toronto, ON M5J 2R8, Canada",OPERATIONAL,43.6411481,-79.37753359999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Miku Toronto,43.6411481%2C-79.37753359999999&query_place_id=ChIJbRVhVirL1IkRKu9XddGTiKU",
13,13,14. Michael's on Simcoe,4.5 of 5 bubbles,Steakhouse,2021-08-09 19:15:40.732702-04:00,Michael's on Simcoe,"[{'business_status': 'OPERATIONAL', 'formatted_address': '100 Simcoe St C111, Toronto, ON M5H 3G2, Canada', 'geometry': {'location': {'lat': 43.64820479999999, 'lng': -79.3866786}, 'viewport': {'northeast': {'lat': 43.64958037989273, 'lng': -79.38520962010726}, 'southwest': {'lat': 43.64688072010728, 'lng': -79.38790927989271}}}, 'name': ""Michael's On Simcoe"", 'place_id': 'ChIJ6Z2CjtE0K4gRNUgpAr1SDbk', 'rating': 4.6}]",Michael's On Simcoe,ChIJ6Z2CjtE0K4gRNUgpAr1SDbk,"100 Simcoe St C111, Toronto, ON M5H 3G2, Canada",OPERATIONAL,43.64820479999999,-79.3866786,,,,,,,"https://www.google.com/maps/search/?api=1&query=Michael's On Simcoe,43.64820479999999%2C-79.3866786&query_place_id=ChIJ6Z2CjtE0K4gRNUgpAr1SDbk",
14,14,15. Madrina Bar Y Tapas,4.5 of 5 bubbles,"Mediterranean, European",2021-08-09 19:15:40.732702-04:00,Madrina Bar Y Tapas,"[{'business_status': 'OPERATIONAL', 'formatted_address': '2 Trinity St, Toronto, ON M5A 3C4, Canada', 'geometry': {'location': {'lat': 43.6497575, 'lng': -79.35964849999999}, 'viewport': {'northeast': {'lat': 43.65100372989272, 'lng': -79.35830387010728}, 'southwest': {'lat': 43.64830407010728, 'lng': -79.36100352989273}}}, 'name': 'Madrina Bar y Tapas', 'place_id': 'ChIJ6ZkZa3vL1IkRqnROpXAWgDs', 'rating': 4.3}]",Madrina Bar y Tapas,ChIJ6ZkZa3vL1IkRqnROpXAWgDs,"2 Trinity St, Toronto, ON M5A 3C4, Canada",OPERATIONAL,43.6497575,-79.35964849999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Madrina Bar y Tapas,43.6497575%2C-79.35964849999999&query_place_id=ChIJ6ZkZa3vL1IkRqnROpXAWgDs",
15,15,16. GEORGE Restaurant,4.5 of 5 bubbles,"French, European",2021-08-09 19:15:40.732702-04:00,GEORGE Restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '111C Queen St E, Toronto, ON M5C 1S2, Canada', 'geometry': {'location': {'lat': 43.6533649, 'lng': -79.3743267}, 'viewport': {'northeast': {'lat': 43.65477857989273, 'lng': -79.37300062010728}, 'southwest': {'lat': 43.65207892010728, 'lng': -79.37570027989273}}}, 'name': 'GEORGE Restaurant', 'place_id': 'ChIJMbvGqzbL1IkRZerolAi13bI', 'rating': 4.6}]",GEORGE Restaurant,ChIJMbvGqzbL1IkRZerolAi13bI,"111C Queen St E, Toronto, ON M5C 1S2, Canada",OPERATIONAL,43.6533649,-79.3743267,,,,,,,"https://www.google.com/maps/search/?api=1&query=GEORGE Restaurant,43.6533649%2C-79.3743267&query_place_id=ChIJMbvGqzbL1IkRZerolAi13bI",
16,16,17. Cafe Polonez,4.5 of 5 bubbles,"Polish, European",2021-08-09 19:15:40.732702-04:00,Cafe Polonez,"[{'business_status': 'OPERATIONAL', 'formatted_address': '195 Roncesvalles Ave, Toronto, ON M6R 2L5, Canada', 'geometry': {'location': {'lat': 43.645128, 'lng': -79.448359}, 'viewport': {'northeast': {'lat': 43.64646542989272, 'lng': -79.44712227010727}, 'southwest': {'lat': 43.64376577010728, 'lng': -79.44982192989272}}}, 'name': 'Cafe Polonez', 'place_id': 'ChIJFV0Dpco1K4gRhJ7Sr_no398', 'rating': 4.7}]",Cafe Polonez,ChIJFV0Dpco1K4gRhJ7Sr_no398,"195 Roncesvalles Ave, Toronto, ON M6R 2L5, Canada",OPERATIONAL,43.645128,-79.448359,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cafe Polonez,43.645128%2C-79.448359&query_place_id=ChIJFV0Dpco1K4gRhJ7Sr_no398",
17,17,18. Chiado Restaurant,4.5 of 5 bubbles,"Seafood, Mediterranean",2021-08-09 19:15:40.732702-04:00,Chiado Restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '864 College St, Toronto, ON M6H 1A3, Canada', 'geometry': {'location': {'lat': 43.6541969, 'lng': -79.4242824}, 'viewport': {'northeast': {'lat': 43.65554672989271, 'lng': -79.42293257010728}, 'southwest': {'lat': 43.65284707010727, 'lng': -79.42563222989271}}}, 'name': 'Chiado Restaurant', 'place_id': 'ChIJh__h6vc0K4gR8lc4e6LYP0w', 'rating': 4.6}]",Chiado Restaurant,ChIJh__h6vc0K4gR8lc4e6LYP0w,"864 College St, Toronto, ON M6H 1A3, Canada",OPERATIONAL,43.6541969,-79.4242824,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chiado Restaurant,43.6541969%2C-79.4242824&query_place_id=ChIJh__h6vc0K4gR8lc4e6LYP0w",
18,18,19. Sportsnet Grill,4.5 of 5 bubbles,"American, Bar",2021-08-09 19:15:40.732702-04:00,Sportsnet Grill,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1 Blue Jays Way, Toronto, ON M5V 1J4, Canada', 'geometry': {'location': {'lat': 43.641804, 'lng': -79.38914199999999}, 'viewport': {'northeast': {'lat': 43.64258947989272, 'lng': -79.38728537010728}, 'southwest': {'lat': 43.63988982010727, 'lng': -79.38998502989273}}}, 'name': 'Sportsnet Grill', 'place_id': 'ChIJzbrH6tc0K4gRNBEBmtOP_6I', 'rating': 3.9}]",Sportsnet Grill,ChIJzbrH6tc0K4gRNBEBmtOP_6I,"1 Blue Jays Way, Toronto, ON M5V 1J4, Canada",OPERATIONAL,43.641804,-79.38914199999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sportsnet Grill,43.641804%2C-79.38914199999999&query_place_id=ChIJzbrH6tc0K4gRNBEBmtOP_6I",
19,19,20. Stelvio,4.5 of 5 bubbles,"Italian, European",2021-08-09 19:15:40.732702-04:00,Stelvio,"[{'business_status': 'OPERATIONAL', 'formatted_address': '791 Dundas St W, Toronto, ON M6J 1V2, Canada', 'geometry': {'location': {'lat': 43.65182009999999, 'lng': -79.40779549999999}, 'viewport': {'northeast': {'lat': 43.65322742989272, 'lng': -79.40643857010727}, 'southwest': {'lat': 43.65052777010727, 'lng': -79.40913822989272}}}, 'name': 'STELVIO', 'place_id': 'ChIJbSCROTM1K4gRg-SI3IVG52k', 'rating': 4.2}, {'business_status': 'OPERATIONAL', 'formatted_address': '88 Davenport Rd, Toronto, ON M5R 1H7, Canada', 'geometry': {'location': {'lat': 43.67331679999999, 'lng': -79.39054709999999}, 'viewport': {'northeast': {'lat': 43.67456642989273, 'lng': -79.38913112010728}, 'southwest': {'lat': 43.67186677010729, 'lng': -79.39183077989273}}}, 'name': 'Alfa Romeo of Toronto', 'place_id': 'ChIJ1Uqlh0Q1K4gRzE9NM0d0cu4', 'rating': 5}]",STELVIO,ChIJbSCROTM1K4gRg-SI3IVG52k,"791 Dundas St W, Toronto, ON M6J 1V2, Canada",OPERATIONAL,43.65182009999999,-79.40779549999999,Alfa Romeo of Toronto,ChIJ1Uqlh0Q1K4gRzE9NM0d0cu4,"88 Davenport Rd, Toronto, ON M5R 1H7, Canada",OPERATIONAL,43.67331679999999,-79.39054709999999,"https://www.google.com/maps/search/?api=1&query=STELVIO,43.65182009999999%2C-79.40779549999999&query_place_id=ChIJbSCROTM1K4gRg-SI3IVG52k","https://www.google.com/maps/search/?api=1&query=Alfa Romeo of Toronto,43.67331679999999%2C-79.39054709999999&query_place_id=ChIJ1Uqlh0Q1K4gRzE9NM0d0cu4"
20,20,21. Rodney's Oyster House,4.5 of 5 bubbles,"Seafood, Canadian",2021-08-09 19:15:40.732702-04:00,Rodney's Oyster House,"[{'business_status': 'OPERATIONAL', 'formatted_address': '469 King St W, Toronto, ON M5V 1K4, Canada', 'geometry': {'location': {'lat': 43.644953, 'lng': -79.39685089999999}, 'viewport': {'northeast': {'lat': 43.64633277989271, 'lng': -79.39535507010727}, 'southwest': {'lat': 43.64363312010727, 'lng': -79.39805472989272}}}, 'name': 'Rodney’s Oyster House', 'place_id': 'ChIJ3av9_j7L1IkR-4usmJxvhyk', 'rating': 4.6}]",Rodney’s Oyster House,ChIJ3av9_j7L1IkR-4usmJxvhyk,"469 King St W, Toronto, ON M5V 1K4, Canada",OPERATIONAL,43.644953,-79.39685089999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rodney’s Oyster House,43.644953%2C-79.39685089999999&query_place_id=ChIJ3av9_j7L1IkR-4usmJxvhyk",
21,21,22. Adega,4.5 of 5 bubbles,"Seafood, Mediterranean",2021-08-09 19:15:40.732702-04:00,Adega,"[{'business_status': 'OPERATIONAL', 'formatted_address': '33 Elm St, Toronto, ON M5G 1H1, Canada', 'geometry': {'location': {'lat': 43.6574337, 'lng': -79.3832666}, 'viewport': {'northeast': {'lat': 43.65883767989273, 'lng': -79.38193927010728}, 'southwest': {'lat': 43.65613802010729, 'lng': -79.38463892989272}}}, 'name': 'Adega Restaurante', 'place_id': 'ChIJWeGuX8o0K4gR0CrzlkI2Z5c', 'rating': 4.5}]",Adega Restaurante,ChIJWeGuX8o0K4gR0CrzlkI2Z5c,"33 Elm St, Toronto, ON M5G 1H1, Canada",OPERATIONAL,43.6574337,-79.3832666,,,,,,,"https://www.google.com/maps/search/?api=1&query=Adega Restaurante,43.6574337%2C-79.3832666&query_place_id=ChIJWeGuX8o0K4gR0CrzlkI2Z5c",
22,22,23. Olde Yorke Fish & Chips,4.5 of 5 bubbles,"Seafood, British",2021-08-09 19:15:40.733699-04:00,Olde Yorke Fish & Chips,"[{'business_status': 'OPERATIONAL', 'formatted_address': '96 Laird Dr, East York, ON M4G 3V3, Canada', 'geometry': {'location': {'lat': 43.7062301, 'lng': -79.3619995}, 'viewport': {'northeast': {'lat': 43.70759067989272, 'lng': -79.36059832010729}, 'southwest': {'lat': 43.70489102010728, 'lng': -79.36329797989272}}}, 'name': 'Olde Yorke Fish & Chips', 'place_id': 'ChIJZ-RK89zM1IkRgEbxv4h_hfM', 'rating': 4.6}]",Olde Yorke Fish & Chips,ChIJZ-RK89zM1IkRgEbxv4h_hfM,"96 Laird Dr, East York, ON M4G 3V3, Canada",OPERATIONAL,43.7062301,-79.3619995,,,,,,,"https://www.google.com/maps/search/?api=1&query=Olde Yorke Fish & Chips,43.7062301%2C-79.3619995&query_place_id=ChIJZ-RK89zM1IkRgEbxv4h_hfM",
23,23,24. House on Parliament,4.5 of 5 bubbles,"Bar, British",2021-08-09 19:15:40.733699-04:00,House on Parliament,"[{'business_status': 'OPERATIONAL', 'formatted_address': '454 Parliament St, Toronto, ON M5A 3A2, Canada', 'geometry': {'location': {'lat': 43.6635, 'lng': -79.3679717}, 'viewport': {'northeast': {'lat': 43.66484982989272, 'lng': -79.36662187010728}, 'southwest': {'lat': 43.66215017010727, 'lng': -79.36932152989273}}}, 'name': 'House on Parliament', 'place_id': 'ChIJUx_qlkXL1IkR34Au0XdaP08', 'rating': 4.7}]",House on Parliament,ChIJUx_qlkXL1IkR34Au0XdaP08,"454 Parliament St, Toronto, ON M5A 3A2, Canada",OPERATIONAL,43.6635,-79.3679717,,,,,,,"https://www.google.com/maps/search/?api=1&query=House on Parliament,43.6635%2C-79.3679717&query_place_id=ChIJUx_qlkXL1IkR34Au0XdaP08",
24,24,25. Byblos,4.5 of 5 bubbles,"Lebanese, Moroccan",2021-08-09 19:15:40.733699-04:00,Byblos,"[{'business_status': 'OPERATIONAL', 'formatted_address': '11 Duncan St, Toronto, ON M5V 3M2, Canada', 'geometry': {'location': {'lat': 43.6474858, 'lng': -79.3881961}, 'viewport': {'northeast': {'lat': 43.64881412989273, 'lng': -79.38691757010727}, 'southwest': {'lat': 43.64611447010729, 'lng': -79.38961722989272}}}, 'name': 'Byblos Downtown', 'place_id': 'ChIJna5xqdE0K4gRY2U5hw6ZXYI', 'rating': 4.5}, {'business_status': 'OPERATIONAL', 'formatted_address': '2537 Yonge St, Toronto, ON M4P 2H9, Canada', 'geometry': {'location': {'lat': 43.7130424, 'lng': -79.3993351}, 'viewport': {'northeast': {'lat': 43.71434802989273, 'lng': -79.39815302010727}, 'southwest': {'lat': 43.71164837010728, 'lng': -79.40085267989272}}}, 'name': 'Byblos Uptown', 'place_id': 'ChIJb5TAvPszK4gRmUhfNYEkYBk', 'rating': 4.4}]",Byblos Downtown,ChIJna5xqdE0K4gRY2U5hw6ZXYI,"11 Duncan St, Toronto, ON M5V 3M2, Canada",OPERATIONAL,43.6474858,-79.3881961,Byblos Uptown,ChIJb5TAvPszK4gRmUhfNYEkYBk,"2537 Yonge St, Toronto, ON M4P 2H9, Canada",OPERATIONAL,43.7130424,-79.3993351,"https://www.google.com/maps/search/?api=1&query=Byblos Downtown,43.6474858%2C-79.3881961&query_place_id=ChIJna5xqdE0K4gRY2U5hw6ZXYI","https://www.google.com/maps/search/?api=1&query=Byblos Uptown,43.7130424%2C-79.3993351&query_place_id=ChIJb5TAvPszK4gRmUhfNYEkYBk"
25,25,26. C'est what?,4.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:15:40.733699-04:00,C'est what?,"[{'business_status': 'OPERATIONAL', 'formatted_address': '67 Front St E, Toronto, ON M5E 1B5, Canada', 'geometry': {'location': {'lat': 43.6484588, 'lng': -79.3734382}, 'viewport': {'northeast': {'lat': 43.64984932989272, 'lng': -79.37212792010729}, 'southwest': {'lat': 43.64714967010728, 'lng': -79.37482757989272}}}, 'name': ""C'est What"", 'place_id': 'ChIJ39UA4THL1IkRh991sJ1_LIs', 'rating': 4.4}]",C'est What,ChIJ39UA4THL1IkRh991sJ1_LIs,"67 Front St E, Toronto, ON M5E 1B5, Canada",OPERATIONAL,43.6484588,-79.3734382,,,,,,,"https://www.google.com/maps/search/?api=1&query=C'est What,43.6484588%2C-79.3734382&query_place_id=ChIJ39UA4THL1IkRh991sJ1_LIs",
26,26,27. Canoe Restaurant & Bar,4.5 of 5 bubbles,"Canadian, International",2021-08-09 19:15:40.733699-04:00,Canoe Restaurant & Bar,"[{'business_status': 'OPERATIONAL', 'formatted_address': '66 Wellington St W 54th floor, Toronto, ON M5K 1H6, Canada', 'geometry': {'location': {'lat': 43.6475793, 'lng': -79.38090369999999}, 'viewport': {'northeast': {'lat': 43.64894217989271, 'lng': -79.37958317010728}, 'southwest': {'lat': 43.64624252010727, 'lng': -79.38228282989272}}}, 'name': 'Canoe', 'place_id': 'ChIJKSp50NI0K4gR6C6L3yYqpYY', 'rating': 4.5}]",Canoe,ChIJKSp50NI0K4gR6C6L3yYqpYY,"66 Wellington St W 54th floor, Toronto, ON M5K 1H6, Canada",OPERATIONAL,43.6475793,-79.38090369999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Canoe,43.6475793%2C-79.38090369999999&query_place_id=ChIJKSp50NI0K4gR6C6L3yYqpYY",
27,27,28. The Keg Steakhouse + Bar - Mansion,4.5 of 5 bubbles,"American, Steakhouse",2021-08-09 19:15:40.733699-04:00,The Keg Steakhouse + Bar - Mansion,"[{'business_status': 'OPERATIONAL', 'formatted_address': '515 Jarvis St, Toronto, ON M4Y 2H7, Canada', 'geometry': {'location': {'lat': 43.6668345, 'lng': -79.37792259999999}, 'viewport': {'northeast': {'lat': 43.66822722989272, 'lng': -79.37669137010728}, 'southwest': {'lat': 43.66552757010728, 'lng': -79.37939102989272}}}, 'name': 'The Keg Steakhouse + Bar - Mansion', 'place_id': 'ChIJ8V5uCXXL1IkRNk8ClsLjfwk', 'rating': 4.6}]",The Keg Steakhouse + Bar - Mansion,ChIJ8V5uCXXL1IkRNk8ClsLjfwk,"515 Jarvis St, Toronto, ON M4Y 2H7, Canada",OPERATIONAL,43.6668345,-79.37792259999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=The Keg Steakhouse + Bar - Mansion,43.6668345%2C-79.37792259999999&query_place_id=ChIJ8V5uCXXL1IkRNk8ClsLjfwk",
28,28,29. The Keg Steakhouse + Bar - Esplanade,4.5 of 5 bubbles,"American, Steakhouse",2021-08-09 19:15:40.733699-04:00,The Keg Steakhouse + Bar - Esplanade,"[{'business_status': 'OPERATIONAL', 'formatted_address': '26 The Esplanade, Toronto, ON M5E 1A7, Canada', 'geometry': {'location': {'lat': 43.6469118, 'lng': -79.3750926}, 'viewport': {'northeast': {'lat': 43.64825072989272, 'lng': -79.37389972010729}, 'southwest': {'lat': 43.64555107010727, 'lng': -79.37659937989272}}}, 'name': 'The Keg Steakhouse + Bar - Esplanade', 'place_id': 'ChIJUUdv0S3L1IkRTroEMXlggRc', 'rating': 4.3}]",The Keg Steakhouse + Bar - Esplanade,ChIJUUdv0S3L1IkRTroEMXlggRc,"26 The Esplanade, Toronto, ON M5E 1A7, Canada",OPERATIONAL,43.6469118,-79.3750926,,,,,,,"https://www.google.com/maps/search/?api=1&query=The Keg Steakhouse + Bar - Esplanade,43.6469118%2C-79.3750926&query_place_id=ChIJUUdv0S3L1IkRTroEMXlggRc",
29,29,30. Lee Restaurant,4.5 of 5 bubbles,"Asian, Contemporary",2021-08-09 19:15:40.733699-04:00,Lee Restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '601 King St W, Toronto, ON M5V 1M5, Canada', 'geometry': {'location': {'lat': 43.644133, 'lng': -79.400392}, 'viewport': {'northeast': {'lat': 43.64560342989272, 'lng': -79.39905202010728}, 'southwest': {'lat': 43.64290377010727, 'lng': -79.40175167989273}}}, 'name': 'Lee', 'place_id': 'ChIJ_bdoUN40K4gRi4qwMVmMyBw', 'rating': 4.5}]",Lee,ChIJ_bdoUN40K4gRi4qwMVmMyBw,"601 King St W, Toronto, ON M5V 1M5, Canada",OPERATIONAL,43.644133,-79.400392,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lee,43.644133%2C-79.400392&query_place_id=ChIJ_bdoUN40K4gRi4qwMVmMyBw",
30,30,31. Oyster Boy,4.5 of 5 bubbles,"Seafood, Canadian",2021-08-09 19:15:47.148652-04:00,Oyster Boy,"[{'business_status': 'OPERATIONAL', 'formatted_address': '872 Queen St W, Toronto, ON M6J 1G3, Canada', 'geometry': {'location': {'lat': 43.6452239, 'lng': -79.4143797}, 'viewport': {'northeast': {'lat': 43.64651652989271, 'lng': -79.41299612010727}, 'southwest': {'lat': 43.64381687010727, 'lng': -79.41569577989272}}}, 'name': 'Oyster Boy', 'place_id': 'ChIJq0yp1fw0K4gRWu8nJwKkXgo', 'rating': 4.7}]",Oyster Boy,ChIJq0yp1fw0K4gRWu8nJwKkXgo,"872 Queen St W, Toronto, ON M6J 1G3, Canada",OPERATIONAL,43.6452239,-79.4143797,,,,,,,"https://www.google.com/maps/search/?api=1&query=Oyster Boy,43.6452239%2C-79.4143797&query_place_id=ChIJq0yp1fw0K4gRWu8nJwKkXgo",
31,31,32. DaiLo,4.5 of 5 bubbles,"Chinese, Asian",2021-08-09 19:15:47.148652-04:00,DaiLo,"[{'business_status': 'OPERATIONAL', 'formatted_address': '503 College St, Toronto, ON M6G 1A5, Canada', 'geometry': {'location': {'lat': 43.6558572, 'lng': -79.40988449999999}, 'viewport': {'northeast': {'lat': 43.65720702989272, 'lng': -79.40853467010726}, 'southwest': {'lat': 43.65450737010728, 'lng': -79.41123432989271}}}, 'name': 'DaiLo', 'place_id': 'ChIJU3vOl-40K4gR9POTxsWYDyc', 'rating': 4.6}]",DaiLo,ChIJU3vOl-40K4gR9POTxsWYDyc,"503 College St, Toronto, ON M6G 1A5, Canada",OPERATIONAL,43.6558572,-79.40988449999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=DaiLo,43.6558572%2C-79.40988449999999&query_place_id=ChIJU3vOl-40K4gR9POTxsWYDyc",
32,32,33. Lady Marmalade,4.5 of 5 bubbles,Canadian,2021-08-09 19:15:47.148652-04:00,Lady Marmalade,"[{'business_status': 'OPERATIONAL', 'formatted_address': '265 Broadview Ave, Toronto, ON M4M 2G8, Canada', 'geometry': {'location': {'lat': 43.6632173, 'lng': -79.3515177}, 'viewport': {'northeast': {'lat': 43.66456712989272, 'lng': -79.35016787010728}, 'southwest': {'lat': 43.66186747010727, 'lng': -79.35286752989272}}}, 'name': 'Lady Marmalade', 'place_id': 'ChIJtalcbnHL1IkReL2u8o-z60k', 'rating': 4.5}]",Lady Marmalade,ChIJtalcbnHL1IkReL2u8o-z60k,"265 Broadview Ave, Toronto, ON M4M 2G8, Canada",OPERATIONAL,43.6632173,-79.3515177,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lady Marmalade,43.6632173%2C-79.3515177&query_place_id=ChIJtalcbnHL1IkReL2u8o-z60k",
33,33,34. The Keg Steakhouse + Bar - York Street,4.5 of 5 bubbles,Steakhouse,2021-08-09 19:15:47.148652-04:00,The Keg Steakhouse + Bar - York Street,"[{'business_status': 'OPERATIONAL', 'formatted_address': '165 York St, Toronto, ON M5H 3R8, Canada', 'geometry': {'location': {'lat': 43.6499945, 'lng': -79.3839517}, 'viewport': {'northeast': {'lat': 43.65136217989272, 'lng': -79.38283472010727}, 'southwest': {'lat': 43.64866252010727, 'lng': -79.38553437989272}}}, 'name': 'The Keg Steakhouse + Bar - York Street', 'place_id': 'ChIJ5V02ks00K4gRYYwaCejHhEE', 'rating': 4.5}]",The Keg Steakhouse + Bar - York Street,ChIJ5V02ks00K4gRYYwaCejHhEE,"165 York St, Toronto, ON M5H 3R8, Canada",OPERATIONAL,43.6499945,-79.3839517,,,,,,,"https://www.google.com/maps/search/?api=1&query=The Keg Steakhouse + Bar - York Street,43.6499945%2C-79.3839517&query_place_id=ChIJ5V02ks00K4gRYYwaCejHhEE",
34,34,35. Antler Kitchen and Bar,4.5 of 5 bubbles,Canadian,2021-08-09 19:15:47.148652-04:00,Antler Kitchen and Bar,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1454 Dundas St W, Toronto, ON M6J 1Y6, Canada', 'geometry': {'location': {'lat': 43.6497139, 'lng': -79.4305806}, 'viewport': {'northeast': {'lat': 43.65100987989272, 'lng': -79.42923747010728}, 'southwest': {'lat': 43.64831022010728, 'lng': -79.43193712989273}}}, 'name': 'Antler Kitchen & Bar', 'place_id': 'ChIJhUT6s1Y0K4gRqNOxRnUoB8M', 'rating': 4.8}]",Antler Kitchen & Bar,ChIJhUT6s1Y0K4gRqNOxRnUoB8M,"1454 Dundas St W, Toronto, ON M6J 1Y6, Canada",OPERATIONAL,43.6497139,-79.4305806,,,,,,,"https://www.google.com/maps/search/?api=1&query=Antler Kitchen & Bar,43.6497139%2C-79.4305806&query_place_id=ChIJhUT6s1Y0K4gRqNOxRnUoB8M",
35,35,36. Estiatorio VOLOS,4.5 of 5 bubbles,"Seafood, Mediterranean",2021-08-09 19:15:47.148652-04:00,Estiatorio VOLOS,"[{'business_status': 'OPERATIONAL', 'formatted_address': '133 Richmond St W, Toronto, ON M5H 2L3, Canada', 'geometry': {'location': {'lat': 43.6503155, 'lng': -79.3847182}, 'viewport': {'northeast': {'lat': 43.65169897989272, 'lng': -79.38344922010728}, 'southwest': {'lat': 43.64899932010727, 'lng': -79.38614887989273}}}, 'name': 'Volos Greek Cuisine', 'place_id': 'ChIJc7b06800K4gR3HnGJ5UFYxw', 'rating': 4.4}]",Volos Greek Cuisine,ChIJc7b06800K4gR3HnGJ5UFYxw,"133 Richmond St W, Toronto, ON M5H 2L3, Canada",OPERATIONAL,43.6503155,-79.3847182,,,,,,,"https://www.google.com/maps/search/?api=1&query=Volos Greek Cuisine,43.6503155%2C-79.3847182&query_place_id=ChIJc7b06800K4gR3HnGJ5UFYxw",
36,36,37. Pizzeria Libretto,4.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:15:47.148652-04:00,Pizzeria Libretto,"[{'business_status': 'OPERATIONAL', 'formatted_address': '155 University Ave, Toronto, ON M5H 3B7, Canada', 'geometry': {'location': {'lat': 43.6484943, 'lng': -79.3849463}, 'viewport': {'northeast': {'lat': 43.64978957989272, 'lng': -79.38344162010728}, 'southwest': {'lat': 43.64708992010728, 'lng': -79.38614127989273}}}, 'name': 'Pizzeria Libretto - University', 'place_id': 'ChIJNXfZFtI0K4gRNqVxEHaYy0Y', 'rating': 4.4}]",Pizzeria Libretto - University,ChIJNXfZFtI0K4gRNqVxEHaYy0Y,"155 University Ave, Toronto, ON M5H 3B7, Canada",OPERATIONAL,43.6484943,-79.3849463,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pizzeria Libretto - University,43.6484943%2C-79.3849463&query_place_id=ChIJNXfZFtI0K4gRNqVxEHaYy0Y",
