,name,stars,cuisine,retrieve-date
757,758. Bazille,4.5 of 5 bubbles,"American, Canadian",2021-08-09 19:18:13.959149-04:00
758,759. 309 Dhaba Indian Restaurant of Excellence,4.0 of 5 bubbles,"Indian, Healthy",2021-08-09 19:18:13.959149-04:00
759,760. Queen Margherita Pizza,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:18:13.959149-04:00
760,761. The Pint Public House,3.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:18:13.959149-04:00
761,762. Safari Bar & Grill - North York,4.0 of 5 bubbles,"Bar, Canadian",2021-08-09 19:18:13.959149-04:00
762,763. Rollian,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:18:13.959149-04:00
763,764. Fiorentina Restaurant,4.5 of 5 bubbles,"French, Cafe",2021-08-09 19:18:13.959149-04:00
764,765. Pravda Vodka Bar,4.0 of 5 bubbles,"Eastern European, Bar",2021-08-09 19:18:13.959149-04:00
765,766. The Irish Shebeen Pub,3.5 of 5 bubbles,"Irish, Bar",2021-08-09 19:18:13.960146-04:00
766,767. The PearTree,4.0 of 5 bubbles,"Canadian, International",2021-08-09 19:18:13.960146-04:00
767,768. Siempre Breakfast&Lunch,4.5 of 5 bubbles,"American, Canadian",2021-08-09 19:18:13.960146-04:00
768,769. La Maquette,4.0 of 5 bubbles,"Italian, French",2021-08-09 19:18:13.960146-04:00
769,770. Greta Solomon's Dining Room,4.5 of 5 bubbles,"French, European",2021-08-09 19:18:13.960146-04:00
770,771. Tundra Restaurant,3.5 of 5 bubbles,Canadian,2021-08-09 19:18:13.960146-04:00
771,772. Kos Restaurant,4.0 of 5 bubbles,Canadian,2021-08-09 19:18:13.960146-04:00
772,773. Sorrel Restaurant,4.0 of 5 bubbles,"Mediterranean, International",2021-08-09 19:18:13.960146-04:00
773,774. Veggie D'Light,5.0 of 5 bubbles,"Caribbean, Jamaican",2021-08-09 19:18:13.960146-04:00
774,775. Boston Pizza,3.5 of 5 bubbles,"American, Bar",2021-08-09 19:18:13.960146-04:00
775,776. Afternoon Tea at the King Edward Hotel,4.0 of 5 bubbles,$$$$,2021-08-09 19:18:13.960146-04:00
776,777. Bedford Academy Pub Bistro,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:18:13.960146-04:00
777,778. Bua Thai Cusine,4.0 of 5 bubbles,"Asian, Thai",2021-08-09 19:18:13.960146-04:00
778,779. Bairrada Churrasqueira Grill,4.0 of 5 bubbles,"Barbecue, European",2021-08-09 19:18:13.960146-04:00
779,780. White Lily Diner,4.5 of 5 bubbles,American,2021-08-09 19:18:13.960146-04:00
780,781. Kyouka Ramen,4.5 of 5 bubbles,"Japanese, Asian",2021-08-09 19:18:19.919687-04:00
781,782. Lahore Tikka House,3.5 of 5 bubbles,"Indian, Asian",2021-08-09 19:18:19.919687-04:00
782,783. Kothur Indian Cuisine,4.0 of 5 bubbles,Indian,2021-08-09 19:18:19.919687-04:00
783,784. The Butcher Chef,5.0 of 5 bubbles,"Steakhouse, Canadian",2021-08-09 19:18:19.919687-04:00
784,785. Sunset Grill,4.0 of 5 bubbles,"Canadian, American",2021-08-09 19:18:19.919687-04:00
785,786. North of Brooklyn Pizzeria,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:18:19.919687-04:00
786,787. Armenian Kitchen,4.0 of 5 bubbles,"Lebanese, Mediterranean",2021-08-09 19:18:19.919687-04:00
787,788. Cactus Club Cafe Sherway Gardens,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:18:19.919687-04:00
788,789. 7 West Cafe,4.0 of 5 bubbles,"Cafe, Canadian",2021-08-09 19:18:19.919687-04:00
789,790. Steam Whistle Biergarten,4.5 of 5 bubbles,"European, German",2021-08-09 19:18:19.919687-04:00
790,791. Kalendar,3.5 of 5 bubbles,$$ - $$$,2021-08-09 19:18:19.919687-04:00
791,792. Jz's Pizza,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:18:19.919687-04:00
792,793. The Mizzen,4.0 of 5 bubbles,"Canadian, International",2021-08-09 19:18:19.919687-04:00
793,794. Constantine & Scarlet Door,4.0 of 5 bubbles,"Mediterranean, Canadian",2021-08-09 19:18:19.919687-04:00
794,795. Church Aperitivo Bar,4.5 of 5 bubbles,Italian,2021-08-09 19:18:19.919687-04:00
795,796. Whole Foods,4.0 of 5 bubbles,$$ - $$$,2021-08-09 19:18:19.919687-04:00
796,797. Indian Grill,4.5 of 5 bubbles,"Indian, Nepalese",2021-08-09 19:18:19.919687-04:00
797,798. Sushi One,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:18:19.919687-04:00
798,799. Aburi TORA,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:18:19.919687-04:00
799,800. John's Fish & Chips,4.5 of 5 bubbles,"Seafood, Canadian",2021-08-09 19:18:19.920684-04:00
800,801. King Street Social Kitchen & Bar,4.0 of 5 bubbles,"American, Canadian",2021-08-09 19:18:19.920684-04:00
801,802. Marcello's Pizzeria,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:18:19.920684-04:00
802,803. The Oakwood Hardware,4.5 of 5 bubbles,$$ - $$$,2021-08-09 19:18:19.920684-04:00
803,804. Lalibela Restaurant,4.0 of 5 bubbles,"African, Ethiopian",2021-08-09 19:18:19.920684-04:00
804,805. Holt's Cafe,4.0 of 5 bubbles,"Cafe, American",2021-08-09 19:18:19.920684-04:00
805,806. Saigon Lotus,4.5 of 5 bubbles,"Asian, Vietnamese",2021-08-09 19:18:19.920684-04:00
806,807. Fusilli Restaurant,4.5 of 5 bubbles,Italian,2021-08-09 19:18:19.920684-04:00
807,808. Earlscourt BBQ By PorkNinjas,5.0 of 5 bubbles,"Barbecue, Canadian",2021-08-09 19:18:19.920684-04:00
808,809. The Danish Pastry House,4.5 of 5 bubbles,"European, Danish",2021-08-09 19:18:19.920684-04:00
809,810. Roti Cuisine of India,4.5 of 5 bubbles,Indian,2021-08-09 19:18:19.920684-04:00
810,811. El Rey Mezcal Bar,4.5 of 5 bubbles,"Mexican, Bar",2021-08-09 19:18:26.005367-04:00
811,812. Regina Pizzeria,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:18:26.006364-04:00
812,813. Cafe Belong,4.0 of 5 bubbles,"Cafe, Canadian",2021-08-09 19:18:26.006364-04:00
813,814. Manpuku,4.5 of 5 bubbles,"Japanese, Asian",2021-08-09 19:18:26.006364-04:00
814,815. St Andrews Fish & Chips Restaurant,4.5 of 5 bubbles,"British, Seafood",2021-08-09 19:18:26.006364-04:00
815,816. Queen Margherita Pizza,4.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:18:26.006364-04:00
816,817. Il Covo,4.0 of 5 bubbles,Italian,2021-08-09 19:18:26.006364-04:00
817,818. Gourmet Malaysia,4.0 of 5 bubbles,"Asian, Malaysian",2021-08-09 19:18:26.006364-04:00
818,819. Snakes & Lattes College,4.0 of 5 bubbles,"Bar, Canadian",2021-08-09 19:18:26.006364-04:00
819,820. The Grille Restaurant & Bar,3.5 of 5 bubbles,"American, Bar",2021-08-09 19:18:26.006364-04:00
820,821. Bombay on the Lake,4.0 of 5 bubbles,"Indian, Seafood",2021-08-09 19:18:26.006364-04:00
821,822. Crepe T.O.,5.0 of 5 bubbles,French,2021-08-09 19:18:26.006364-04:00
822,823. Mykonos Mediterranean Grill,4.5 of 5 bubbles,"Mediterranean, Greek",2021-08-09 19:18:26.006364-04:00
823,824. DEQ Terrace and Lounge,4.0 of 5 bubbles,$$$$,2021-08-09 19:18:26.006364-04:00
824,825. Mira Mira,5.0 of 5 bubbles,"International, Healthy",2021-08-09 19:18:26.006364-04:00
825,826. Drom Taberna,5.0 of 5 bubbles,"Bar, Eastern European",2021-08-09 19:18:26.006364-04:00
826,827. Spotlight Caribbean Kitchen,5.0 of 5 bubbles,"Caribbean, Jamaican",2021-08-09 19:18:26.006364-04:00
827,828. Gilaneh Restaurant,4.0 of 5 bubbles,"Middle Eastern, Persian",2021-08-09 19:18:26.006364-04:00
828,829. Est Restaurant,5.0 of 5 bubbles,Canadian,2021-08-09 19:18:26.006364-04:00
829,830. Mambo Lounge,4.0 of 5 bubbles,"Caribbean, Latin",2021-08-09 19:18:26.006364-04:00
830,831. Radical Road Brewing Co.,4.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:18:26.006364-04:00
831,832. Kabul Express,4.0 of 5 bubbles,Afghani,2021-08-09 19:18:26.006364-04:00
832,833. Boxcar Social toronto,4.0 of 5 bubbles,"Cafe, Canadian",2021-08-09 19:18:26.007361-04:00
833,834. New Yorker Deli,4.0 of 5 bubbles,"Canadian, Deli",2021-08-09 19:18:26.007361-04:00
834,835. The Burger Cellar,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:18:26.007361-04:00
835,836. Casa di Giorgio,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:18:26.007361-04:00
836,837. Desi Spice,4.0 of 5 bubbles,"Indian, Asian",2021-08-09 19:18:26.007361-04:00
837,838. Local Leaside,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:18:26.007361-04:00
838,839. Scaccia Restaurant,4.0 of 5 bubbles,Italian,2021-08-09 19:18:26.007361-04:00
839,840. Cibo Wine Bar,3.5 of 5 bubbles,"Mediterranean, Wine Bar",2021-08-09 19:18:26.007361-04:00
840,841. Jules Bistro Queen West,4.5 of 5 bubbles,French,2021-08-09 19:18:32.081131-04:00
841,842. Rikkochez,4.5 of 5 bubbles,"Middle Eastern, Arabic",2021-08-09 19:18:32.081131-04:00
842,843. Yonge Sushi,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:18:32.081131-04:00
843,844. Pizza Pide,4.5 of 5 bubbles,"Pizza, Turkish",2021-08-09 19:18:32.081131-04:00
844,845. Mayrik Toronto,4.5 of 5 bubbles,"Mediterranean, Middle Eastern",2021-08-09 19:18:32.081131-04:00
845,846. Thai Country Kitchen Restaurant,4.5 of 5 bubbles,"Asian, Thai",2021-08-09 19:18:32.081131-04:00
846,847. Delhi Bistro,4.5 of 5 bubbles,"Indian, Asian",2021-08-09 19:18:32.081131-04:00
847,848. Falcon SkyBar,4.5 of 5 bubbles,"Bar, American",2021-08-09 19:18:32.081131-04:00
848,849. Grenadier Restaurant High Park,3.5 of 5 bubbles,"Cafe, Canadian",2021-08-09 19:18:32.081131-04:00
849,850. Northern Maverick Brewing Company,4.0 of 5 bubbles,"Brew Pub, Gastropub",2021-08-09 19:18:32.081131-04:00
850,851. Pho Linh,4.5 of 5 bubbles,"Asian, Vietnamese",2021-08-09 19:18:32.081131-04:00
851,852. The Walton - Cafe and Cocktail Bar,4.5 of 5 bubbles,Canadian,2021-08-09 19:18:32.081131-04:00
852,853. Gandhi Roti,4.5 of 5 bubbles,Indian,2021-08-09 19:18:32.081131-04:00
853,854. Red Lobster,3.5 of 5 bubbles,"Seafood, American",2021-08-09 19:18:32.081131-04:00
854,855. The One Eighty,3.5 of 5 bubbles,"American, Canadian",2021-08-09 19:18:32.082128-04:00
855,856. Riz,4.0 of 5 bubbles,Asian,2021-08-09 19:18:32.082128-04:00
856,857. Trattoria Leonardo,4.0 of 5 bubbles,Italian,2021-08-09 19:18:32.082128-04:00
857,858. Just Greek Restaurant,4.0 of 5 bubbles,"Mediterranean, Greek",2021-08-09 19:18:32.082128-04:00
858,859. The Westerly,4.0 of 5 bubbles,"American, Canadian",2021-08-09 19:18:32.082128-04:00
859,860. Sabor Brasil,4.5 of 5 bubbles,"Brazilian, South American",2021-08-09 19:18:32.082128-04:00
860,861. Paradise Fine Chinese Dining,4.0 of 5 bubbles,"Chinese, Asian",2021-08-09 19:18:32.082128-04:00
861,862. Islas Filipino BBQ & Bar,4.5 of 5 bubbles,"Philippine, Asian",2021-08-09 19:18:32.082128-04:00
862,863. OddSeoul,4.5 of 5 bubbles,"Asian, Korean",2021-08-09 19:18:32.082128-04:00
863,864. Union Chicken Front,3.5 of 5 bubbles,Canadian,2021-08-09 19:18:32.082128-04:00
864,865. Cano Restaurant,4.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:18:32.082128-04:00
865,866. Spring Rolls,3.5 of 5 bubbles,"Asian, Chinese",2021-08-09 19:18:32.082128-04:00
866,867. Mezzetta Cafe Restaurant,4.0 of 5 bubbles,Middle Eastern,2021-08-09 19:18:32.082128-04:00
867,868. Eleven,4.0 of 5 bubbles,"Bar, Canadian",2021-08-09 19:18:32.082128-04:00
868,869. Jack Astor's Bar & Grill Yonge & Bloor,3.5 of 5 bubbles,"Bar, Canadian",2021-08-09 19:18:32.082128-04:00
869,870. Island Foods,4.5 of 5 bubbles,Caribbean,2021-08-09 19:18:32.082128-04:00
870,871. Boehmer,4.0 of 5 bubbles,"Seafood, Canadian",2021-08-09 19:18:38.224368-04:00
871,872. Phoenix Pan Asian Cuisine,4.5 of 5 bubbles,"Asian, Chinese",2021-08-09 19:18:38.224368-04:00
872,873. Emerson,4.5 of 5 bubbles,International,2021-08-09 19:18:38.225367-04:00
873,874. Loch and Quay,4.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:18:38.225367-04:00
874,875. Victor,4.5 of 5 bubbles,"French, American",2021-08-09 19:18:38.225367-04:00
875,876. Moxie's Grill & Bar,4.0 of 5 bubbles,"Canadian, American",2021-08-09 19:18:38.225367-04:00
876,877. Sandra's Italian Kitchen,5.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:18:38.225367-04:00
877,878. Spoon & Fork,3.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:18:38.225367-04:00
878,879. Nana,4.0 of 5 bubbles,"Asian, Thai",2021-08-09 19:18:38.225367-04:00
879,880. Tutto Pronto,4.0 of 5 bubbles,"Mediterranean, Italian",2021-08-09 19:18:38.225367-04:00
880,881. BQM Ossington,4.5 of 5 bubbles,"American, Bar",2021-08-09 19:18:38.225367-04:00
881,882. Chipotle Mexican Grill,4.0 of 5 bubbles,"Mexican, Fast food",2021-08-09 19:18:38.226364-04:00
882,883. Chako,4.0 of 5 bubbles,"Barbecue, Asian",2021-08-09 19:18:38.226364-04:00
883,884. Tennessee Tavern,4.5 of 5 bubbles,"Polish, Eastern European",2021-08-09 19:18:38.226364-04:00
884,885. LOUIX LOUIS,4.0 of 5 bubbles,"Bar, American",2021-08-09 19:18:38.226364-04:00
885,886. Udupi Palace,4.0 of 5 bubbles,Indian,2021-08-09 19:18:38.226364-04:00
886,887. Sunny Morning Breakfast & Lunch,4.5 of 5 bubbles,"Canadian, Cafe",2021-08-09 19:18:38.226364-04:00
887,888. Kinton Ramen Church,4.0 of 5 bubbles,"Japanese, Asian",2021-08-09 19:18:38.226364-04:00
888,889. Sushi Inn,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:18:38.226364-04:00
889,890. Gonoe Sushi Japanese Restaurant,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:18:38.226364-04:00
890,891. Viva Napoli,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:18:38.226364-04:00
891,892. Cinamon Indian Bistro,4.5 of 5 bubbles,Indian,2021-08-09 19:18:38.226364-04:00
892,893. Carmen's Steak House,4.0 of 5 bubbles,"Fusion, Steakhouse",2021-08-09 19:18:38.227363-04:00
893,894. Empire Grill Indian Cuisine & Wine Bar,4.5 of 5 bubbles,"Indian, Middle Eastern",2021-08-09 19:18:38.227363-04:00
894,895. Lil' Baci,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:18:38.227363-04:00
895,896. Old York Bar & Grill,4.5 of 5 bubbles,"Canadian, American",2021-08-09 19:18:38.227363-04:00
896,897. The Black Dog Pub,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:18:38.227363-04:00
897,898. Boccaccio,4.5 of 5 bubbles,Italian,2021-08-09 19:18:38.227363-04:00
898,899. Ozzy's Burgers,4.5 of 5 bubbles,"American, Fast food",2021-08-09 19:18:38.227363-04:00
899,900. Gallery Grill,4.0 of 5 bubbles,Canadian,2021-08-09 19:18:38.227363-04:00
900,901. Katsura,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:18:44.401381-04:00
901,902. Kaiseki Yu-zen Hashimoto,5.0 of 5 bubbles,Japanese,2021-08-09 19:18:44.401381-04:00
902,903. Porta Nova Cafe,4.5 of 5 bubbles,"Portuguese, European",2021-08-09 19:18:44.401381-04:00
903,904. Souvlaki Hut Greek Taverna,4.5 of 5 bubbles,"Mediterranean, Greek",2021-08-09 19:18:44.402377-04:00
904,905. Bikkuri,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:18:44.402377-04:00
905,906. Tabriz Persian Cookhouse,4.5 of 5 bubbles,"Persian, Middle Eastern",2021-08-09 19:18:44.402377-04:00
906,907. Tov-Li,4.0 of 5 bubbles,"Pizza, Middle Eastern",2021-08-09 19:18:44.402377-04:00
907,908. Forth Avenue,4.5 of 5 bubbles,"Canadian, Bar",2021-08-09 19:18:44.402377-04:00
908,909. One 2 Snacks,4.5 of 5 bubbles,"Asian, Malaysian",2021-08-09 19:18:44.402377-04:00
909,910. Shangrila,4.5 of 5 bubbles,"Asian, Fusion",2021-08-09 19:18:44.402377-04:00
910,911. Fresh,4.0 of 5 bubbles,Canadian,2021-08-09 19:18:44.402377-04:00
911,912. Spring Rolls,3.5 of 5 bubbles,"Sushi, Asian",2021-08-09 19:18:44.402377-04:00
912,913. Hamish Kitchen Restaurant,4.5 of 5 bubbles,"Seafood, Canadian",2021-08-09 19:18:44.402377-04:00
913,914. Gabby's,4.5 of 5 bubbles,"Bar, Canadian",2021-08-09 19:18:44.402377-04:00
914,915. Spice Indian Bistro,5.0 of 5 bubbles,Indian,2021-08-09 19:18:44.402377-04:00
915,916. Duff's Famous Wings,4.0 of 5 bubbles,"Bar, Canadian",2021-08-09 19:18:44.402377-04:00
916,917. Boxcar Social,4.0 of 5 bubbles,Bar,2021-08-09 19:18:44.402377-04:00
917,918. St Lawrence Pizza & Pasta,4.5 of 5 bubbles,"Italian, Fast food",2021-08-09 19:18:44.402377-04:00
918,919. The Belsize Public House,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:18:44.402377-04:00
919,920. Kenzo Ramen,4.0 of 5 bubbles,"Japanese, Asian",2021-08-09 19:18:44.402377-04:00
920,921. Avocado Sushi,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:18:44.402377-04:00
921,922. Xola Mexican Food,4.0 of 5 bubbles,"Mexican, Latin",2021-08-09 19:18:44.402377-04:00
922,923. Evergreen Thai Restaurant,4.0 of 5 bubbles,"Asian, Thai",2021-08-09 19:18:44.403374-04:00
923,924. Osaka Sushi,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:18:44.403374-04:00
924,925. The Strath,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:18:44.403374-04:00
925,926. Sahan Restaurant,5.0 of 5 bubbles,African,2021-08-09 19:18:44.403374-04:00
926,927. Hey Lucy Cafe,4.0 of 5 bubbles,"Pizza, Italian",2021-08-09 19:18:44.403374-04:00
927,928. Korean Grill House,3.5 of 5 bubbles,"Asian, Korean",2021-08-09 19:18:44.403374-04:00
928,929. Bolan Thai Cuisine,4.0 of 5 bubbles,"Asian, Thai",2021-08-09 19:18:44.403374-04:00
929,930. Yaya Leslieville,4.0 of 5 bubbles,"Canadian, International",2021-08-09 19:18:44.403374-04:00
930,931. Don Don Izakaya,4.0 of 5 bubbles,"Japanese, Asian",2021-08-09 19:18:50.487367-04:00
931,932. Mexico Lindo,4.5 of 5 bubbles,Mexican,2021-08-09 19:18:50.487367-04:00
932,933. Simone's Caribbean Restaurant,4.5 of 5 bubbles,"Caribbean, Jamaican",2021-08-09 19:18:50.487367-04:00
933,934. Real McCoy Burgers & Pizza,4.5 of 5 bubbles,"Canadian, Pizza",2021-08-09 19:18:50.487367-04:00
934,935. Eggsmart,4.5 of 5 bubbles,"Canadian, American",2021-08-09 19:18:50.487367-04:00
935,936. Red Lobster,4.0 of 5 bubbles,Seafood,2021-08-09 19:18:50.487367-04:00
936,937. Proof Lounge,4.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:18:50.487367-04:00
937,938. Nuit Social,4.5 of 5 bubbles,"International, Canadian",2021-08-09 19:18:50.487367-04:00
938,939. Louis Cifer Brew Works,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:18:50.487367-04:00
939,940. Napoli Centrale,4.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:18:50.487367-04:00
940,941. Sala Modern Thai Kitchen & Bar,4.5 of 5 bubbles,"Asian, Thai",2021-08-09 19:18:50.487367-04:00
941,942. Terroni,3.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:18:50.487367-04:00
942,943. The Monk's Kettle,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:18:50.487367-04:00
943,944. Congee Wong,4.0 of 5 bubbles,"Chinese, Asian",2021-08-09 19:18:50.487367-04:00
944,945. L'Espresso Bar Mercurio,4.0 of 5 bubbles,"Cafe, European",2021-08-09 19:18:50.487367-04:00
945,946. Figs Breakfast Lunch,4.0 of 5 bubbles,"Canadian, American",2021-08-09 19:18:50.487367-04:00
946,947. The Hogtown Pub & Oysters,4.5 of 5 bubbles,"Bar, Canadian",2021-08-09 19:18:50.487367-04:00
947,948. Coppi Ristorante,4.0 of 5 bubbles,"Italian, European",2021-08-09 19:18:50.488359-04:00
948,949. ND Sushi & Grill,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:18:50.488359-04:00
949,950. Sip Wine Bar,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:18:50.488359-04:00
950,951. Otto's Bierhalle,4.0 of 5 bubbles,"German, Bar",2021-08-09 19:18:50.488359-04:00
951,952. Route 401 Diner,4.5 of 5 bubbles,"Diner, Canadian",2021-08-09 19:18:50.488359-04:00
952,953. Perla Restaurant,4.5 of 5 bubbles,"Seafood, European",2021-08-09 19:18:50.488359-04:00
953,954. Mercatto,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:18:50.488359-04:00
954,955. Roywoods,4.5 of 5 bubbles,"Caribbean, Jamaican",2021-08-09 19:18:50.488359-04:00
955,956. Burdock,4.0 of 5 bubbles,"Bar, Canadian",2021-08-09 19:18:50.488359-04:00
956,957. Bar Wellington,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:18:50.488359-04:00
957,958. Black Angus Steakhouse,4.0 of 5 bubbles,"Steakhouse, Grill",2021-08-09 19:18:50.488359-04:00
958,959. Marigold Indian Bistro,4.0 of 5 bubbles,Indian,2021-08-09 19:18:50.488359-04:00
959,960. Skyline Restaurant,4.0 of 5 bubbles,"Diner, Canadian",2021-08-09 19:18:50.488359-04:00
960,961. Sansotei Ramen,4.0 of 5 bubbles,"Japanese, Asian",2021-08-09 19:18:56.498738-04:00
961,962. The Diner's Corner,4.5 of 5 bubbles,"Caribbean, Jamaican",2021-08-09 19:18:56.498738-04:00
962,963. Danforth Side Bar,5.0 of 5 bubbles,"Canadian, American",2021-08-09 19:18:56.498738-04:00
963,964. Mermaid Fish and Grill House,4.5 of 5 bubbles,"Seafood, Mediterranean",2021-08-09 19:18:56.498738-04:00
964,965. Elite Grande,4.5 of 5 bubbles,"Russian, Eastern European",2021-08-09 19:18:56.498738-04:00
965,966. Burrito Gordito,4.0 of 5 bubbles,"Fast food, Mexican",2021-08-09 19:18:56.498738-04:00
966,967. Horizons Cafe,3.5 of 5 bubbles,"Canadian, American",2021-08-09 19:18:56.498738-04:00
967,968. Matahari Bar & Grill,4.0 of 5 bubbles,"Asian, Malaysian",2021-08-09 19:18:56.498738-04:00
968,969. Triple A Bar,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:18:56.498738-04:00
969,970. Boom Breakfast & Co,4.0 of 5 bubbles,"American, Canadian",2021-08-09 19:18:56.498738-04:00
970,971. Frankie's Diner,4.5 of 5 bubbles,"American, Canadian",2021-08-09 19:18:56.498738-04:00
971,972. Bar Volo,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:18:56.498738-04:00
972,973. Hungary Thai,4.0 of 5 bubbles,"Asian, Thai",2021-08-09 19:18:56.498738-04:00
973,974. Kwan,4.0 of 5 bubbles,"Chinese, Asian",2021-08-09 19:18:56.498738-04:00
974,975. CASA manila,3.5 of 5 bubbles,"Philippine, Asian",2021-08-09 19:18:56.498738-04:00
975,976. Francobollo,4.0 of 5 bubbles,"Italian, Mediterranean",2021-08-09 19:18:56.498738-04:00
976,977. Relish Bar & Grill,4.0 of 5 bubbles,Canadian,2021-08-09 19:18:56.498738-04:00
977,978. Gusto Lungo Trattoria,5.0 of 5 bubbles,"Italian, Mediterranean",2021-08-09 19:18:56.498738-04:00
978,979. Kanpai,4.0 of 5 bubbles,"Asian, Taiwanese",2021-08-09 19:18:56.498738-04:00
979,980. The Pickle Barrel,3.5 of 5 bubbles,"Canadian, American",2021-08-09 19:18:56.498738-04:00
980,981. Gladstone Cafe,4.0 of 5 bubbles,"Canadian, Contemporary",2021-08-09 19:18:56.498738-04:00
981,982. Amber European Restaurant,4.0 of 5 bubbles,"Polish, Eastern European",2021-08-09 19:18:56.498738-04:00
982,983. Bitondo Pizzeria,4.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:18:56.498738-04:00
983,984. The Roy Public House,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:18:56.498738-04:00
