,name,stars,cuisine,retrieve-date
1593,1594. Afternoon Tea at the Fairmont Royal York Hotel,4.0 of 5 bubbles,Canadian,2021-08-09 19:21:10.746081-04:00
1594,1595. Thai Room,4.0 of 5 bubbles,"Asian, Thai",2021-08-09 19:21:10.746081-04:00
1595,1596. Mercado Negra,4.5 of 5 bubbles,"European, Portuguese",2021-08-09 19:21:10.746081-04:00
1596,1597. Banu,3.5 of 5 bubbles,"Middle Eastern, Persian",2021-08-09 19:21:10.746081-04:00
1597,1598. Cafe AGO,3.5 of 5 bubbles,Cafe,2021-08-09 19:21:10.746081-04:00
1598,1599. Whole Foods Market,4.0 of 5 bubbles,"South American, Central American",2021-08-09 19:21:10.761700-04:00
1599,1600. Yorkville Crepes,4.0 of 5 bubbles,"French, Cafe",2021-08-09 19:21:10.761700-04:00
1600,1601. Beiruti Grand Cafe,4.0 of 5 bubbles,"Lebanese, Cafe",2021-08-09 19:21:10.761700-04:00
1601,1602. BUONO,5.0 of 5 bubbles,"Italian, Bar",2021-08-09 19:21:10.761700-04:00
1602,1603. Sunnyside Pavilion Cafe,4.0 of 5 bubbles,"Canadian, Bar",2021-08-09 19:21:10.761700-04:00
1603,1604. Mistaan Catering & Sweets,4.5 of 5 bubbles,Indian,2021-08-09 19:21:10.761700-04:00
1604,1605. Wako Sushi,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:21:10.761700-04:00
1605,1606. Faema Caffe,4.0 of 5 bubbles,"Pizza, Cafe",2021-08-09 19:21:10.761700-04:00
1606,1607. McCowan Fish & Chips,4.0 of 5 bubbles,"Seafood, Canadian",2021-08-09 19:21:10.761700-04:00
1607,1608. Balzac's UP Express,5.0 of 5 bubbles,Cafe,2021-08-09 19:21:10.761700-04:00
1608,1609. Swiss Chalet,3.5 of 5 bubbles,"Canadian, Grill",2021-08-09 19:21:10.761700-04:00
1609,1610. Boston Pizza,3.5 of 5 bubbles,"Bar, Pizza",2021-08-09 19:21:10.761700-04:00
1610,1611. Sushi Maido Japanese Restaurant,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:21:10.761700-04:00
1611,1612. Not Just Noodles,3.5 of 5 bubbles,"Chinese, Asian",2021-08-09 19:21:10.761700-04:00
1612,1613. Sushi Supreme,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:21:10.761700-04:00
1613,1614. Slab Burgers,4.0 of 5 bubbles,"Fast food, Canadian",2021-08-09 19:21:10.761700-04:00
1614,1615. Le Cafe Michi,4.0 of 5 bubbles,"Japanese, Cafe",2021-08-09 19:21:10.761700-04:00
1615,1616. Ted's Restaurant,3.5 of 5 bubbles,"Diner, Canadian",2021-08-09 19:21:10.761700-04:00
1616,1617. Tropical Joe's,4.5 of 5 bubbles,"Caribbean, Fast food",2021-08-09 19:21:10.761700-04:00
1617,1618. The Donlands Diner,4.0 of 5 bubbles,"Diner, Canadian",2021-08-09 19:21:10.761700-04:00
1618,1619. Darna,5.0 of 5 bubbles,$$ - $$$,2021-08-09 19:21:10.761700-04:00
1619,1620. FAMO Sandwich Creations,5.0 of 5 bubbles,Canadian,2021-08-09 19:21:10.761700-04:00
1620,1621. Reservoir Lounge,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:21:17.979227-04:00
1621,1622. Kinton Ramen,4.0 of 5 bubbles,"Japanese, Asian",2021-08-09 19:21:17.979227-04:00
1622,1623. Little DaiLo,5.0 of 5 bubbles,"Asian, Fusion",2021-08-09 19:21:17.979227-04:00
1623,1624. Boom Breakfast & Company,4.0 of 5 bubbles,"American, Canadian",2021-08-09 19:21:17.979227-04:00
1624,1625. Jerk King,4.0 of 5 bubbles,"Caribbean, Fast food",2021-08-09 19:21:17.979227-04:00
1625,1626. Jack Astor's Bar & Grill Airport,3.5 of 5 bubbles,"Canadian, Bar",2021-08-09 19:21:17.979227-04:00
1626,1627. The 3 Speed,4.0 of 5 bubbles,"Bar, Canadian",2021-08-09 19:21:17.979227-04:00
1627,1628. Qi Sushi,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:21:17.980224-04:00
1628,1629. Jackson's Burger,4.0 of 5 bubbles,"Canadian, American",2021-08-09 19:21:17.980224-04:00
1629,1630. Pizzeria Moretti,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:21:17.980224-04:00
1630,1631. Hastings Snack Bar,5.0 of 5 bubbles,"Polish, European",2021-08-09 19:21:17.980224-04:00
1631,1632. Tokyo Grill,4.0 of 5 bubbles,"Japanese, Asian",2021-08-09 19:21:17.980224-04:00
1632,1633. Fukui Sushi,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:21:17.980224-04:00
1633,1634. Bacchanal,4.0 of 5 bubbles,"French, European",2021-08-09 19:21:17.980224-04:00
1634,1635. DaRosa Cafe and Restaurant,4.5 of 5 bubbles,"Portuguese, European",2021-08-09 19:21:17.980224-04:00
1635,1636. Little Bourbon House,4.5 of 5 bubbles,Cajun & Creole,2021-08-09 19:21:17.980224-04:00
1636,1637. Marron Bistro,4.0 of 5 bubbles,$$$$,2021-08-09 19:21:17.980224-04:00
1637,1638. FBI Pizza,4.0 of 5 bubbles,Pizza,2021-08-09 19:21:17.981221-04:00
1638,1639. Cinco Mexican Restaurant,4.0 of 5 bubbles,"Mexican, Latin",2021-08-09 19:21:17.981221-04:00
1639,1640. Mad Crush,4.5 of 5 bubbles,"Wine Bar, Bar",2021-08-09 19:21:17.981221-04:00
1640,1641. Ghazale Restaurant,4.0 of 5 bubbles,"Lebanese, Fast food",2021-08-09 19:21:17.981221-04:00
1641,1642. Sushi Shop,5.0 of 5 bubbles,Sushi,2021-08-09 19:21:17.981221-04:00
1642,1643. K B Sushi,3.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:21:17.981221-04:00
1643,1644. Lot41 Social Bar & Table,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:21:17.981221-04:00
1644,1645. Spirithouse,4.0 of 5 bubbles,"Bar, Contemporary",2021-08-09 19:21:17.981221-04:00
1645,1646. Westwood Grill,4.0 of 5 bubbles,"Chinese, Asian",2021-08-09 19:21:17.981221-04:00
1646,1647. North Poke,4.5 of 5 bubbles,"Sushi, Asian",2021-08-09 19:21:17.981221-04:00
1647,1648. Pearl Bayview Chinese Cuisine,3.5 of 5 bubbles,"Chinese, Asian",2021-08-09 19:21:17.981221-04:00
1648,1649. Desotos,4.0 of 5 bubbles,"Bar, Gastropub",2021-08-09 19:21:17.982219-04:00
1649,1650. Kiro Sushi,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:21:17.982219-04:00
1650,1651. Focaccia's Italian Eatery,4.5 of 5 bubbles,Italian,2021-08-09 19:21:25.009260-04:00
1651,1652. The Frog: A Firkin Pub,3.5 of 5 bubbles,"Bar, British",2021-08-09 19:21:25.009260-04:00
1652,1653. Hung Long,4.5 of 5 bubbles,"Thai, Vietnamese",2021-08-09 19:21:25.009260-04:00
1653,1654. Pizza Pizza,4.0 of 5 bubbles,"Pizza, Fast food",2021-08-09 19:21:25.009260-04:00
1654,1655. Black Forest Steak House Restaurant,4.5 of 5 bubbles,Steakhouse,2021-08-09 19:21:25.009260-04:00
1655,1656. When The Pig Came Home,5.0 of 5 bubbles,Deli,2021-08-09 19:21:25.009260-04:00
1656,1657. Panagio's,4.0 of 5 bubbles,"Canadian, Diner",2021-08-09 19:21:25.009260-04:00
1657,1658. Kasai Grill House,4.5 of 5 bubbles,"Barbecue, Sushi",2021-08-09 19:21:25.009260-04:00
1658,1659. Gojima,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:21:25.009260-04:00
1659,1660. Bluffers Restaurant,3.5 of 5 bubbles,Canadian,2021-08-09 19:21:25.009260-04:00
1660,1661. Chatime,4.0 of 5 bubbles,Chinese,2021-08-09 19:21:25.009260-04:00
1661,1662. Brar Sweets & Restaurant,4.0 of 5 bubbles,Indian,2021-08-09 19:21:25.009260-04:00
1662,1663. Kokoro Sushi,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:21:25.009260-04:00
1663,1664. Paupers Restaurant,3.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:21:25.009260-04:00
1664,1665. Sambuca Grill,4.0 of 5 bubbles,"Canadian, Italian",2021-08-09 19:21:25.009260-04:00
1665,1666. The Beach House,4.0 of 5 bubbles,"Bar, Grill",2021-08-09 19:21:25.009260-04:00
1666,1667. Latin American Emporium,5.0 of 5 bubbles,"Latin, Spanish",2021-08-09 19:21:25.009260-04:00
1667,1668. Ok Ok Diner,4.0 of 5 bubbles,"Cafe, Canadian",2021-08-09 19:21:25.009260-04:00
1668,1669. Katsuya,4.5 of 5 bubbles,"Japanese, Asian",2021-08-09 19:21:25.009260-04:00
1669,1670. Dianne Hot Roti & Doubles,5.0 of 5 bubbles,"Indian, Caribbean",2021-08-09 19:21:25.009260-04:00
1670,1671. The Captains Boil,4.0 of 5 bubbles,"Seafood, Canadian",2021-08-09 19:21:25.009260-04:00
1671,1672. Murphy's Law Pub and Kitchen,3.5 of 5 bubbles,"Brew Pub, Bar",2021-08-09 19:21:25.009260-04:00
1672,1673. Stages Restaurant & Lounge,4.0 of 5 bubbles,"Contemporary, Pub",2021-08-09 19:21:25.009260-04:00
1673,1674. Paese Ristorante Bathurst St.,3.5 of 5 bubbles,Italian,2021-08-09 19:21:25.009260-04:00
1674,1675. Turtle Jack's Etobicoke,3.5 of 5 bubbles,"Bar, Canadian",2021-08-09 19:21:25.009260-04:00
1675,1676. Shirin Kebab House,4.5 of 5 bubbles,"Turkish, Middle Eastern",2021-08-09 19:21:25.009260-04:00
1676,1677. Bacon Nation,3.5 of 5 bubbles,Canadian,2021-08-09 19:21:25.009260-04:00
1677,1678. Defina Wood Fired,4.0 of 5 bubbles,"Italian, European",2021-08-09 19:21:25.009260-04:00
1678,1679. Duke of Cornwall,4.0 of 5 bubbles,"Bar, British",2021-08-09 19:21:25.009260-04:00
1679,1680. Scollard Deli,5.0 of 5 bubbles,Canadian,2021-08-09 19:21:25.009260-04:00
1680,1681. Salt and Tobacco,4.0 of 5 bubbles,Pizza,2021-08-09 19:21:33.938706-04:00
1681,1682. The Goose and Firkin,3.5 of 5 bubbles,"Bar, British",2021-08-09 19:21:33.938706-04:00
1682,1683. Yummy Yummy Dumplings,4.0 of 5 bubbles,"Asian, Chinese",2021-08-09 19:21:33.938706-04:00
1683,1684. Sampaguita Village Restaurant,4.0 of 5 bubbles,"Philippine, Asian",2021-08-09 19:21:33.938706-04:00
1684,1685. C'est Bon,4.0 of 5 bubbles,"Chinese, Asian",2021-08-09 19:21:33.939654-04:00
1685,1686. Szechuan Gourmet,3.5 of 5 bubbles,"Chinese, Asian",2021-08-09 19:21:33.939654-04:00
1686,1687. Bach Yen,4.5 of 5 bubbles,"Asian, Vietnamese",2021-08-09 19:21:33.939654-04:00
1687,1688. St. Louis Bar & Grill,3.5 of 5 bubbles,"American, Bar",2021-08-09 19:21:33.940115-04:00
1688,1689. Yonge Street Grille,4.0 of 5 bubbles,"Canadian, International",2021-08-09 19:21:33.940115-04:00
1689,1690. Bi Bim Bap Korean Stonebowl Riceteria,5.0 of 5 bubbles,"Asian, Korean",2021-08-09 19:21:33.940115-04:00
1690,1691. Huh Ga Nae,4.5 of 5 bubbles,"Asian, Korean",2021-08-09 19:21:33.940115-04:00
1691,1692. Carnicero's,5.0 of 5 bubbles,Canadian,2021-08-09 19:21:33.940115-04:00
1692,1693. Sopra Lounge,5.0 of 5 bubbles,Italian,2021-08-09 19:21:33.940115-04:00
1693,1694. Little Piggy's,4.0 of 5 bubbles,"Asian, Korean",2021-08-09 19:21:33.940115-04:00
1694,1695. Speakeasy 21,3.5 of 5 bubbles,"Canadian, American",2021-08-09 19:21:33.940115-04:00
1695,1696. Fox On John,3.5 of 5 bubbles,"Bar, Canadian",2021-08-09 19:21:33.940115-04:00
1696,1697. Noodle King,4.5 of 5 bubbles,"Chinese, Fast food",2021-08-09 19:21:33.940115-04:00
1697,1698. Jackpot Chicken Rice,3.5 of 5 bubbles,"Chinese, Asian",2021-08-09 19:21:33.940115-04:00
1698,1699. EGGSTATIC Artisan Breakfast,4.0 of 5 bubbles,"Middle Eastern, Canadian",2021-08-09 19:21:33.940115-04:00
1699,1700. St. Louis Bar & Grill,3.5 of 5 bubbles,"American, Bar",2021-08-09 19:21:33.940115-04:00
1700,1701. City Betty,4.0 of 5 bubbles,Canadian,2021-08-09 19:21:33.940115-04:00
1701,1702. Pizza Pizza,3.5 of 5 bubbles,"Pizza, Fast food",2021-08-09 19:21:33.940115-04:00
1702,1703. Beer Batter,4.5 of 5 bubbles,"Seafood, Canadian",2021-08-09 19:21:33.940115-04:00
1703,1704. Foodoe's Fish and Chips,4.5 of 5 bubbles,"Seafood, Canadian",2021-08-09 19:21:33.940115-04:00
1704,1705. Tokyo Sushi,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:21:33.940115-04:00
1705,1706. Tokyo Kitchen,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:21:33.940115-04:00
1706,1707. Corvo Bar,4.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:21:33.940115-04:00
1707,1708. Bluenose Lobster,4.5 of 5 bubbles,"Seafood, Canadian",2021-08-09 19:21:33.940115-04:00
1708,1709. Eggspectation,4.0 of 5 bubbles,"Canadian, American",2021-08-09 19:21:33.940115-04:00
1709,1710. Eggsmart,3.5 of 5 bubbles,Canadian,2021-08-09 19:21:33.940115-04:00
1710,1711. Butter Chicken Roti,4.0 of 5 bubbles,"Indian, Caribbean",2021-08-09 19:21:41.142706-04:00
1711,1712. Craque De Creme,4.5 of 5 bubbles,Canadian,2021-08-09 19:21:41.142706-04:00
1712,1713. Thai Noodle,4.0 of 5 bubbles,"Asian, Thai",2021-08-09 19:21:41.142706-04:00
1713,1714. Cool Hand of a Girl,4.0 of 5 bubbles,"Canadian, Cafe",2021-08-09 19:21:41.142706-04:00
1714,1715. Silver Chopsticks,4.5 of 5 bubbles,$,2021-08-09 19:21:41.142706-04:00
1715,1716. Europe Bar and Restaurant,4.0 of 5 bubbles,"Eastern European, Central European",2021-08-09 19:21:41.142706-04:00
1716,1717. The One That Got Away,4.0 of 5 bubbles,"Seafood, Canadian",2021-08-09 19:21:41.142706-04:00
1717,1718. Fabarnak,4.5 of 5 bubbles,"Canadian, American",2021-08-09 19:21:41.142706-04:00
1718,1719. Yan Yu Chinese Dining,5.0 of 5 bubbles,Chinese,2021-08-09 19:21:41.142706-04:00
1719,1720. Kalyvia,3.5 of 5 bubbles,"Greek, Mediterranean",2021-08-09 19:21:41.142706-04:00
1720,1721. Le Swan,4.5 of 5 bubbles,"French, Diner",2021-08-09 19:21:41.143703-04:00
1721,1722. The Stone Lion,3.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:21:41.143703-04:00
1722,1723. Mysteriously Yours,4.0 of 5 bubbles,None,2021-08-09 19:21:41.143703-04:00
1723,1724. Lite Bite,4.5 of 5 bubbles,$,2021-08-09 19:21:41.143703-04:00
1724,1725. Celebrity Hotpot,4.0 of 5 bubbles,"Chinese, Asian",2021-08-09 19:21:41.143703-04:00
1725,1726. The Cadillac Lounge,3.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:21:41.143703-04:00
1726,1727. The Depanneur,4.5 of 5 bubbles,"International, Canadian",2021-08-09 19:21:41.143703-04:00
1727,1728. Hopper Hut,4.0 of 5 bubbles,"Sri Lankan, Indian",2021-08-09 19:21:41.143703-04:00
1728,1729. Opera Bob's Public House,4.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:21:41.143703-04:00
1729,1730. Pie Squared,4.0 of 5 bubbles,Fast food,2021-08-09 19:21:41.143703-04:00
1730,1731. Fleur du Jour,5.0 of 5 bubbles,"French, Cafe",2021-08-09 19:21:41.143703-04:00
1731,1732. GIN MILL,4.0 of 5 bubbles,"Canadian, Brew Pub",2021-08-09 19:21:41.144703-04:00
1732,1733. Flipper's Fish House,4.0 of 5 bubbles,"Seafood, Canadian",2021-08-09 19:21:41.144703-04:00
1733,1734. Tom Jones Steak House,3.5 of 5 bubbles,"Steakhouse, Canadian",2021-08-09 19:21:41.144703-04:00
1734,1735. Avenue Diner,4.0 of 5 bubbles,"Diner, Canadian",2021-08-09 19:21:41.144703-04:00
1735,1736. Sushi Run,4.5 of 5 bubbles,"Sushi, Asian",2021-08-09 19:21:41.144703-04:00
1736,1737. Bikkuri Japanese Restaurant,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:21:41.144703-04:00
1737,1738. TYC by Sanjeev Kapoor,4.0 of 5 bubbles,"Indian, Asian",2021-08-09 19:21:41.144703-04:00
1738,1739. Pho Tien - Fine Vietnamese Cuisine,4.5 of 5 bubbles,"Asian, Vietnamese",2021-08-09 19:21:41.144703-04:00
1739,1740. The Six Brewhouse,4.0 of 5 bubbles,"Brew Pub, Bar",2021-08-09 19:21:41.144703-04:00
1740,1741. Miller Tavern,3.5 of 5 bubbles,"Steakhouse, Seafood",2021-08-09 19:21:48.732278-04:00
1741,1742. Asa Sushi,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:21:48.732278-04:00
1742,1743. Firkin on Bloor,3.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:21:48.732278-04:00
1743,1744. Mekong River,4.0 of 5 bubbles,"Asian, Thai",2021-08-09 19:21:48.732278-04:00
1744,1745. Yam Chops,4.5 of 5 bubbles,Canadian,2021-08-09 19:21:48.732278-04:00
1745,1746. La Vinia Etobicoke,4.5 of 5 bubbles,Spanish,2021-08-09 19:21:48.732278-04:00
1746,1747. Belly Buster Submarines,4.0 of 5 bubbles,$,2021-08-09 19:21:48.732278-04:00
1747,1748. The Grand Order Of Divine Sweets,5.0 of 5 bubbles,Cafe,2021-08-09 19:21:48.732278-04:00
1748,1749. Banknote Bar Corktown,4.5 of 5 bubbles,"Italian, American",2021-08-09 19:21:48.732278-04:00
1749,1750. The Cherie Bistro,4.0 of 5 bubbles,Canadian,2021-08-09 19:21:48.732278-04:00
1750,1751. Gallery Sushi,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:21:48.732278-04:00
1751,1752. Wah Too Seafood Restaurant,4.0 of 5 bubbles,"Chinese, Seafood",2021-08-09 19:21:48.732278-04:00
1752,1753. Chicken Place,5.0 of 5 bubbles,"American, European",2021-08-09 19:21:48.732278-04:00
1753,1754. Motorama Restaurant,4.0 of 5 bubbles,Diner,2021-08-09 19:21:48.732278-04:00
1754,1755. Johnny G's,3.5 of 5 bubbles,"Canadian, Diner",2021-08-09 19:21:48.732278-04:00
1755,1756. The Rivoli,4.0 of 5 bubbles,"Canadian, Bar",2021-08-09 19:21:48.732278-04:00
1756,1757. Parisco Cafe,4.5 of 5 bubbles,"Cafe, Canadian",2021-08-09 19:21:48.732278-04:00
1757,1758. Darband Restaurant,4.0 of 5 bubbles,"Middle Eastern, Persian",2021-08-09 19:21:48.732278-04:00
1758,1759. Markham Station,3.5 of 5 bubbles,"Canadian, American",2021-08-09 19:21:48.732278-04:00
1759,1760. Cumin,5.0 of 5 bubbles,Indian,2021-08-09 19:21:48.732278-04:00
1760,1761. Canteen,4.0 of 5 bubbles,$$ - $$$,2021-08-09 19:21:48.732278-04:00
1761,1762. Cafe Oro Di Napoli,4.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:21:48.732278-04:00
1762,1763. VIV At The Cosmo,4.5 of 5 bubbles,"Bar, International",2021-08-09 19:21:48.732278-04:00
1763,1764. Sauce on Danforth,4.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:21:48.732278-04:00
1764,1765. Cineplex Rec Room Roundhouse,3.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:21:48.732278-04:00
1765,1766. Ristorante Marzitelli,4.5 of 5 bubbles,"Italian, French",2021-08-09 19:21:48.732278-04:00
1766,1767. Kiva's Bagel Bakery & Restaurant,4.0 of 5 bubbles,"Cafe, Canadian",2021-08-09 19:21:48.732278-04:00
1767,1768. Trini Gardens,4.5 of 5 bubbles,Caribbean,2021-08-09 19:21:48.732278-04:00
1768,1769. Shari,4.5 of 5 bubbles,"Japanese, Seafood",2021-08-09 19:21:48.732278-04:00
1769,1770. Terroni Restaurant,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:21:48.732278-04:00
1770,1771. Hot Stove Club,4.0 of 5 bubbles,"Canadian, American",2021-08-09 19:21:55.394134-04:00
1771,1772. Madison Avenue Pub,3.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:21:55.394134-04:00
1772,1773. Sofia,3.5 of 5 bubbles,Italian,2021-08-09 19:21:55.394134-04:00
1773,1774. Insadong,4.0 of 5 bubbles,"Asian, Korean",2021-08-09 19:21:55.394134-04:00
1774,1775. Shaw's Pancake House,4.5 of 5 bubbles,Canadian,2021-08-09 19:21:55.394134-04:00
1775,1776. Anima Trattoria and Wine Bar,4.5 of 5 bubbles,"Italian, Mediterranean",2021-08-09 19:21:55.394134-04:00
1776,1777. Japan Sushi,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:21:55.394134-04:00
1777,1778. Konjiki Ramen Downtown,5.0 of 5 bubbles,Japanese,2021-08-09 19:21:55.394134-04:00
1778,1779. McSorley's Wonderful Saloon and Grill,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:21:55.394134-04:00
1779,1780. Coffee Island,5.0 of 5 bubbles,$,2021-08-09 19:21:55.394134-04:00
1780,1781. TallBoys Craft Beer House,4.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:21:55.394134-04:00
1781,1782. Mother India,4.0 of 5 bubbles,Indian,2021-08-09 19:21:55.394134-04:00
1782,1783. Chadwick’s Craft Kitchen & Bar,4.5 of 5 bubbles,Canadian,2021-08-09 19:21:55.394134-04:00
1783,1784. Rua Vang,3.5 of 5 bubbles,"Asian, Vietnamese",2021-08-09 19:21:55.394134-04:00
1784,1785. Bhoj,4.0 of 5 bubbles,Indian,2021-08-09 19:21:55.394134-04:00
1785,1786. LOV King West,4.0 of 5 bubbles,Canadian,2021-08-09 19:21:55.394134-04:00
1786,1787. Sunset Grill,3.5 of 5 bubbles,"Canadian, Diner",2021-08-09 19:21:55.394134-04:00
1787,1788. Fox and Fiddle,3.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:21:55.394134-04:00
1788,1789. Gyubee,4.0 of 5 bubbles,"Japanese, Barbecue",2021-08-09 19:21:55.394134-04:00
1789,1790. Little Khao,4.5 of 5 bubbles,"Thai, Street Food",2021-08-09 19:21:55.394134-04:00
1790,1791. Cora,4.0 of 5 bubbles,"Canadian, American",2021-08-09 19:21:55.394134-04:00
1791,1792. Hyderabad Biryani Hut,4.0 of 5 bubbles,Indian,2021-08-09 19:21:55.394134-04:00
1792,1793. Wah Sing Seafood Restaurant,3.5 of 5 bubbles,"Chinese, Asian",2021-08-09 19:21:55.394134-04:00
1793,1794. Dough Bakeshop,4.5 of 5 bubbles,"Cafe, Soups",2021-08-09 19:21:55.394134-04:00
1794,1795. Mama's Tofu,4.5 of 5 bubbles,"Vietnamese, Asian",2021-08-09 19:21:55.394134-04:00
1795,1796. Taj Restaurant,4.5 of 5 bubbles,Uzbek,2021-08-09 19:21:55.394134-04:00
1796,1797. Albert's Real Jamaican Food,4.0 of 5 bubbles,"Caribbean, Jamaican",2021-08-09 19:21:55.394134-04:00
1797,1798. Sushi Legend,3.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:21:55.394134-04:00
1798,1799. Plan B,5.0 of 5 bubbles,$,2021-08-09 19:21:55.394134-04:00
1799,1800. Copenhagen Cafe Vegan Bakery,4.5 of 5 bubbles,Cafe,2021-08-09 19:21:55.394134-04:00
1800,1801. Piazzetta Trattoria,3.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:22:02.553994-04:00
1801,1802. Yianni's Kitchen,4.0 of 5 bubbles,"Mediterranean, Fast food",2021-08-09 19:22:02.553994-04:00
1802,1803. Ten-Ichi Japanese Cuisine,3.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:22:02.553994-04:00
1803,1804. SUQ Mediterranean Kitchen,5.0 of 5 bubbles,"Mediterranean, Lebanese",2021-08-09 19:22:02.553994-04:00
1804,1805. Charidise,4.0 of 5 bubbles,Taiwanese,2021-08-09 19:22:02.553994-04:00
1805,1806. Milk N' Honey the Dairy Restaurant,4.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:22:02.553994-04:00
1806,1807. Il Padres,5.0 of 5 bubbles,Italian,2021-08-09 19:22:02.553994-04:00
1807,1808. Wok Of Asia,4.5 of 5 bubbles,"Chinese, Asian",2021-08-09 19:22:02.553994-04:00
1808,1809. Pearl Sushi,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:22:02.553994-04:00
1809,1810. Bake Shoppe,5.0 of 5 bubbles,Cafe,2021-08-09 19:22:02.553994-04:00
1810,1811. La Risata Ristorante,3.5 of 5 bubbles,Italian,2021-08-09 19:22:02.553994-04:00
1811,1812. Morso Me,5.0 of 5 bubbles,Italian,2021-08-09 19:22:02.553994-04:00
1812,1813. Dundas Pizza,5.0 of 5 bubbles,Pizza,2021-08-09 19:22:02.553994-04:00
1813,1814. Makkal Chon,3.5 of 5 bubbles,"Asian, Korean",2021-08-09 19:22:02.553994-04:00
1814,1815. Food Dudes Pantry,4.5 of 5 bubbles,$$ - $$$,2021-08-09 19:22:02.553994-04:00
1815,1816. Momo Hut and Gardens,4.5 of 5 bubbles,Asian,2021-08-09 19:22:02.553994-04:00
1816,1817. The Simple Kitchen,4.5 of 5 bubbles,Healthy,2021-08-09 19:22:02.553994-04:00
1817,1818. British Style Fish & Chips,4.5 of 5 bubbles,"Seafood, British",2021-08-09 19:22:02.553994-04:00
1818,1819. Mill St. Brewpub,3.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:22:02.553994-04:00
1819,1820. The Fanzone Wings & Ribs,4.0 of 5 bubbles,American,2021-08-09 19:22:02.553994-04:00
1820,1821. Babu Catering & Take Out,4.0 of 5 bubbles,"Indian, Sri Lankan",2021-08-09 19:22:02.553994-04:00
1821,1822. Vienna Fine Foods,4.5 of 5 bubbles,"German, European",2021-08-09 19:22:02.553994-04:00
1822,1823. Crown Prince Fine Dining,3.5 of 5 bubbles,"Chinese, Asian",2021-08-09 19:22:02.553994-04:00
1823,1824. Yamoto,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:22:02.553994-04:00
1824,1825. Zaffron,3.5 of 5 bubbles,"Middle Eastern, Persian",2021-08-09 19:22:02.553994-04:00
1825,1826. Tondou Ramen,4.5 of 5 bubbles,$$ - $$$,2021-08-09 19:22:02.553994-04:00
1826,1827. Beer 2 Beer,4.5 of 5 bubbles,Canadian,2021-08-09 19:22:02.553994-04:00
1827,1828. Local Kitchen & Wine Bar,4.0 of 5 bubbles,"Italian, Wine Bar",2021-08-09 19:22:02.553994-04:00
1828,1829. Shibui Japanese Eatery,4.5 of 5 bubbles,Asian,2021-08-09 19:22:02.553994-04:00
1829,1830. Suite 114,4.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:22:02.553994-04:00
1830,1831. St. Louis Bar & Grill,3.5 of 5 bubbles,"American, Bar",2021-08-09 19:22:10.794434-04:00
1831,1832. Craig's Cookies,4.5 of 5 bubbles,None,2021-08-09 19:22:10.810103-04:00
1832,1833. Clay Restaurant,4.0 of 5 bubbles,"Fusion, Canadian",2021-08-09 19:22:10.810103-04:00
1833,1834. Roti Time,4.5 of 5 bubbles,Indian,2021-08-09 19:22:10.810103-04:00
1834,1835. Umami Sushi,5.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:22:10.810103-04:00
